Date,Time,Outdoor air temperature °C,Outdoor relative humidity %,Outdoor dew point °C,Thermal sensation °C,Heat index °C,THSW index°C,Solar radiation W/m^2,Solar radiation MJ/300s,Degree-days D-D,Indoor air temperature °C,Indoor relative humidity %,Indoor dew point °C
14/07/2020,06:00:00,19.725,82.66666666666667,16.691666666666666,19.725,20.470833333333335,18.770833333333332,0.0,0.0,0.009499999999999982,19.325,81.375,16.029166666666665
14/07/2020,07:00:00,19.004166666666666,84.25,16.254166666666666,19.004166666666666,19.566666666666666,18.791666666666668,25.916666666666668,10.3392,0.004416666666666667,19.029166666666665,82.16666666666667,15.912500000000001
14/07/2020,08:00:00,19.858333333333334,84.375,17.133333333333333,19.858333333333334,20.599999999999998,23.8125,274.8333333333333,137.0274,0.010625,21.441666666666666,78.70833333333333,17.558333333333334
14/07/2020,09:00:00,22.183333333333334,77.95833333333333,18.154166666666665,22.183333333333334,22.962500000000002,28.27916666666667,536.6666666666666,274.2663,0.026874999999999993,29.28333333333333,60.5,20.708333333333332
14/07/2020,10:00:00,24.46666666666667,69.125,18.458333333333332,24.46666666666667,25.425,30.6875,709.1666666666666,378.5517,0.0425,38.07083333333333,41.041666666666664,22.45416666666667
14/07/2020,11:00:00,26.78333333333333,61.875,18.85,26.78333333333333,27.729166666666668,33.15,803.5833333333334,402.31080000000003,0.05879166666666666,47.85,27.833333333333332,24.520833333333332
14/07/2020,12:00:00,28.683333333333334,53.791666666666664,18.366666666666667,28.683333333333334,29.833333333333332,34.90416666666667,948.2083333333334,491.94495,0.07208333333333333,55.87916666666667,20.791666666666668,26.28333333333333
14/07/2020,13:00:00,30.7375,49.375,18.941666666666666,30.7375,32.3625,37.46666666666667,997.375,518.72685,0.08649999999999998,63.57083333333333,17.041666666666668,29.041666666666668
14/07/2020,14:00:00,32.19583333333333,46.375,19.2,32.19583333333333,34.295833333333334,39.69166666666667,1012.2083333333334,526.35705,0.096125,65.19583333333334,15.791666666666666,29.025000000000002
14/07/2020,15:00:00,32.36666666666667,44.083333333333336,18.595833333333335,32.36666666666667,34.1625,39.3125,833.8333333333334,443.31719999999996,0.09741666666666667,61.86666666666667,15.375,25.875
